departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,commodity_purpose,commodity_purpose2,commodity_purpose3,commodity_purpose4,all_cargos,nb_cargo
A0170819,Saint-Malo,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,8.0,1787-07-11,Farine,Bled,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000124', 'cargo_item_action': 'out', 'commodity_purpose': 'Farine', 'link_to_pointcall': '00141897', 'commodity_standardized_en': 'Flour', 'commodity_standardized_fr': 'Farine', 'commodity_permanent_coding': 'ID-BDxxxx-JF-AAAxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000027', 'cargo_item_action': 'out', 'commodity_purpose': 'Bled', 'link_to_pointcall': '00141897', 'commodity_standardized_en': 'Wheat', 'commodity_standardized_fr': 'Blé', 'commodity_permanent_coding': 'ID-BDxxxx-xx-xxxxxx-FBxx'}]",2.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-10-15,,,,,,0.0
A0122218,Rouen,A0073119,Bilbao,Espagne,Etranger,,Espagne,46.0,1787-10-20,,,,,,0.0
A0187101,Le Havre,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,292.0,1787-07-14,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-05-10,,,,,,0.0
A0200718,Brest,A0120232,Cadix,Espagne,Etranger,,Espagne,150.0,1787-08-10,Bois,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000051', 'cargo_item_action': 'In-out', 'commodity_purpose': 'Bois', 'link_to_pointcall': '00145247', 'commodity_standardized_en': 'Wood', 'commodity_standardized_fr': 'Bois', 'commodity_permanent_coding': 'IB-Axxxxx-xx-xxxxxx-xxxx'}]",1.0
A0205085,Cherbourg,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,4.0,1787-07-19,Potterie,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000634', 'cargo_item_action': 'Out', 'commodity_purpose': 'Potterie', 'link_to_pointcall': '00108583', 'commodity_standardized_en': 'Earthenware', 'commodity_standardized_fr': 'Poterie', 'commodity_permanent_coding': None}]",1.0
A0122218,Rouen,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,34.0,1787-04-21,,,,,,0.0
A0122218,Rouen,A0120232,Cadix,Espagne,Etranger,,Espagne,180.0,1787-05-21,,,,,,0.0
A0193167,Bastia,A0236195,Capraia,,Etranger,,République de Gênes,,1787-02-28,,,,,,0.0
A0187101,Le Havre,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,168.0,1787-07-18,,,,,,0.0
A0180923,Bordeaux,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,76.0,1787-10-09,Eau de vie,Tabac,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00177032', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000032', 'cargo_item_action': 'Out', 'commodity_purpose': 'Tabac', 'link_to_pointcall': '00177032', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}]",2.0
A0133403,Ars-en-Ré,A1963986,Mer Baltique,,Etranger,,zone maritime,360.0,1787-10-16,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00148397', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0200718,Brest,A0816635,Copenhague ,Danemark,Etranger,,Danemark,120.0,1787-03-05,Différentes marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'In-out', 'commodity_purpose': 'Différentes marchandises', 'link_to_pointcall': '00145218', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-12-04,,,,,,0.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-09-22,,,,,,0.0
A0130763,Diélette,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-09-26,Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00108964', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-03-21,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-09-25,,,,,,0.0
A0187101,Le Havre,A0408148,Southampton,Angleterre,Etranger,Angleterre,Grande-Bretagne,75.0,1787-05-26,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-04-18,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-04-26,,,,,,0.0
A0124817,Nantes,A0364551,Setúbal ,Portugal,Etranger,,Portugal,180.0,1787-08-21,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-03-16,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105683', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0136403,Noirmoutier,B2119892,"Terre-Neuve, île de",Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,240.0,1787-06-18,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00152133', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-05-12,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-09-22,,,,,,0.0
A0124817,Nantes,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,123.0,1787-04-11,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-02-27,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-06-09,,,,,,0.0
A0187995,Bayonne,A0095951,Santander,Espagne,Etranger,,Espagne,28.0,1787-08-28,Vin,Balloterie,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00140545', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': None, 'cargo_item_action': 'Out', 'commodity_purpose': 'Balloterie', 'link_to_pointcall': '00140545', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",2.0
A0187995,Bayonne,A0094197,Gijón,Espagne,Etranger,,Espagne,33.0,1787-10-20,Planches,Balloterie,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000068', 'cargo_item_action': 'Out', 'commodity_purpose': 'Planches', 'link_to_pointcall': '00140639', 'commodity_standardized_en': 'Plank', 'commodity_standardized_fr': 'Planches', 'commodity_permanent_coding': 'IB-Cxxxxx-JR-BEBxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': None, 'cargo_item_action': 'Out', 'commodity_purpose': 'Balloterie', 'link_to_pointcall': '00140639', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",2.0
A0187101,Le Havre,A0605259,Cork,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-02-06,,,,,,0.0
A0187836,Honfleur,A0360085,Lisbonne,Portugal,Etranger,,Portugal,84.0,1787-09-21,,,,,,0.0
A0187101,Le Havre,A0836627,Christiania / Oslo,Danemark,Etranger,Norvège,Danemark,143.0,1787-04-14,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-05-14,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-10-23,,,,,,0.0
A0122918,Roscoff,A0397385,Plymouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,5.0,1787-05-07,,,,,,0.0
A0218974,Ajaccio,A0223759,Sardaigne,,Etranger,Sardaigne,Royaume de Piémont-Sardaigne,20.0,1787-05-24,,,,,,0.0
A0187101,Le Havre,A0120232,Cadix,Espagne,Etranger,,Espagne,170.0,1787-04-14,,,,,,0.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-10-20,,,,,,0.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-09-14,,,,,,0.0
A0122218,Rouen,A0114403,La Corogne,Espagne,Etranger,,Espagne,165.0,1787-04-26,,,,,,0.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,50.0,1787-07-20,,,,,,0.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,50.0,1787-07-05,,,,,,0.0
A0165080,Calais,A0834735,Mandal,Danemark,Etranger,Norvège,Danemark,70.0,1787-09-19,,,,,,0.0
A0130761,Dieppe,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,230.0,1787-08-09,,,,,,0.0
A0187101,Le Havre,A0360085,Lisbonne,Portugal,Etranger,,Portugal,86.0,1787-12-31,,,,,,0.0
A0232327,Civitavecchia,A1964712,Espagne méditerranéenne,Espagne,Etranger,,Espagne,,1786-10-25,Douves,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000210', 'cargo_item_action': 'Transit', 'commodity_purpose': 'Douves', 'link_to_pointcall': '00182826', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'IB-Axxxxx-JR-BCCBxx-xxxx'}]",1.0
A0187101,Le Havre,A0073119,Bilbao,Espagne,Etranger,,Espagne,145.0,1787-08-08,,,,,,0.0
A0204500,Harfleur,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,86.0,1787-11-22,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-27,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106428', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-10-17,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106631', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-10-29,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106657', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-05-19,,,,,,0.0
A0209786,Port-Bail,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-09-16,Bœufs,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000189', 'cargo_item_action': 'Out', 'commodity_purpose': 'Bœufs', 'link_to_pointcall': '00113491', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-MBBxxx-xx-xxxxxx-xx'}]",1.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-09-29,,,,,,0.0
A0897151,Flekkefjord ,A0897151,Flekkefjord ,Danemark,Etranger,Norvège,Danemark,60.0,1787-07-04,,,,,,0.0
A0198999,La Rochelle,A0355789,Porto,Portugal,Etranger,,Portugal,200.0,1787-09-05,,,,,,0.0
B1965595,Saint-Pierre-et-Miquelon,B0000720,"Portsmouth, N.H.",Etats-Unis,Etranger,New Hampshire,Etats-Unis d'Amérique,60.0,1787-06-03,,,,,,0.0
A0187101,Le Havre,A0401159,Leith,Angleterre,Etranger,Ecosse,Grande-Bretagne,347.0,1787-02-15,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-13,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106373', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-08-30,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106442', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,32.0,1787-11-13,,,,,,0.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-09-03,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-08-16,Passagers,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000002', 'cargo_item_action': 'Out', 'commodity_purpose': 'Passagers', 'link_to_pointcall': '00105222', 'commodity_standardized_en': 'Passenger', 'commodity_standardized_fr': 'Passagers', 'commodity_permanent_coding': 'IY-AAxxxx-xx-xxxxxx-xxxx'}]",1.0
A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,50.0,1787-09-06,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0617755,Hollande,Hollande,Etranger,Hollande,Provinces-Unies,30.0,1787-12-22,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00106835', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0198999,La Rochelle,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,220.0,1787-09-10,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,20.0,1787-05-24,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-01-08,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105373', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0130763,Diélette,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-05-04,Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00108904', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0130763,Diélette,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-05-26,Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00108915', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-03-08,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105631', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-23,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106416', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0187101,Le Havre,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,97.0,1787-08-11,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-05-07,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105918', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-05,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106475', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-10-18,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106633', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-12-01,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106772', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0187101,Le Havre,A0380557,Sunderland,Angleterre,Etranger,Angleterre,Grande-Bretagne,168.0,1787-05-12,,,,,,0.0
A0204180,Dunkerque,A0079352,Barcelone,Espagne,Etranger,,Espagne,160.0,1787-01-20,Blé,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000027', 'cargo_item_action': 'Out', 'commodity_purpose': 'Blé', 'link_to_pointcall': '00109832', 'commodity_standardized_en': 'Wheat', 'commodity_standardized_fr': 'Blé', 'commodity_permanent_coding': 'ID-BDxxxx-xx-xxxxxx-FBxx'}]",1.0
A0180923,Bordeaux,A0095951,Santander,Espagne,Etranger,,Espagne,120.0,1787-09-05,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00176712', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-12,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106538', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-12-07,,,,,,0.0
A0196771,Saint-Valéry-sur-Somme,A0407958,Whitby,Angleterre,Etranger,Angleterre,Grande-Bretagne,33.0,1787-11-21,,,,,,0.0
A0170819,Saint-Malo,A0106063,Alicante,Espagne,Etranger,,Espagne,190.0,1787-01-03,Au lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'out', 'commodity_purpose': 'Au lest', 'link_to_pointcall': '00141367', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0180923,Bordeaux,A1759102,Saint-Pétersbourg,Russie,Etranger,Russie - mer Baltique,Empire russe,160.0,1787-03-27,Eau de vie,Vin,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00174147', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00174147', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}]",2.0
A0187995,Bayonne,A0094375,Comillas,Espagne,Etranger,,Espagne,32.0,1787-07-14,Eau de vie,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00140464', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}]",1.0
