cargo,cargo_standardized_fr,departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,nb_cargo,commodity_as_toflit
Tobacco,tobacco,A0180923,Bordeaux,B0000003,Philadelphie,Etats-Unis,Etranger,Pennsylvanie,Etats-Unis d'Amérique,208.0,1787-09-06,2.0,tabac
,,A0124817,Nantes,A1164922,Stettin,Prusse,Etranger,,Prusse,116.0,1787-09-13,0.0,[vide]
,,A0124817,Nantes,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,216.0,1787-09-13,0.0,[vide]
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,108.0,1787-11-12,0.0,[vide]
Vin,Vin,B0000058,Norfolk,B0000061,Petersburg ,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,167.0,1787-08-26,3.0,vin
Autres marchandises,Diverses marchandises,B0000058,Norfolk,B0000061,Petersburg ,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,167.0,1787-08-26,3.0,marchandises
Tobacco,tobacco,B0000058,Norfolk,B0000061,Petersburg ,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,167.0,1787-08-26,3.0,tabac
,,A0193167,Bastia,A0223759,Sardaigne,,Etranger,Sardaigne,Royaume de Piémont-Sardaigne,,1787-04-06,0.0,[vide]
,,A0193167,Bastia,A0232521,Gênes,,Etranger,,République de Gênes,,1787-09-17,0.0,[vide]
,,A0130761,Dieppe,A0401683,Colchester,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-12-26,0.0,[vide]
Passagers,Passagers,A0354220,Détroit de Gibraltar,A0354220,Détroit de Gibraltar,,Etranger,,zone maritime,250.0,1787-06-02,2.0,passagers
Denrées des colonies,denrées des colonies,A0354220,Détroit de Gibraltar,A0354220,Détroit de Gibraltar,,Etranger,,zone maritime,250.0,1787-06-02,2.0,marchandises des Îles
,,B1965595,Saint-Pierre-et-Miquelon,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,50.0,1787-10-20,0.0,[vide]
,,B1965595,Saint-Pierre-et-Miquelon,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,88.0,1787-08-10,0.0,[vide]
,,A0187101,Le Havre,A0405054,Shoreham ,Angleterre,Etranger,Angleterre,Grande-Bretagne,15.0,1787-05-04,0.0,[vide]
Pêche à la morue,Pêche à la morue,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,140.0,1787-04-15,2.0,pêche à la morue
Effets de pêche,Ustensiles de pêche,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,140.0,1787-04-15,2.0,outils de pêche
Pêche à la morue,Pêche à la morue,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,115.0,1787-04-14,2.0,pêche à la morue
Effets de pêche,Ustensiles de pêche,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,115.0,1787-04-14,2.0,outils de pêche
Pêche à la morue,Pêche à la morue,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,220.0,1787-04-13,2.0,pêche à la morue
Effets de pêche,Ustensiles de pêche,A0167057,Granville,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,220.0,1787-04-13,2.0,outils de pêche
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-03-13,1.0,genièvre
,,A0171758,Tonnay-Charente,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,100.0,1787-08-30,0.0,[vide]
Cuirs,cuirs,A0204180,Dunkerque,A0041886,Nieuport,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,40.0,1787-01-12,3.0,cuirs
Vin,Vin,A0204180,Dunkerque,A0041886,Nieuport,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,40.0,1787-01-12,3.0,vin
Eau de vie,Eau-de-vie,A0204180,Dunkerque,A0041886,Nieuport,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,40.0,1787-01-12,3.0,eau-de-vie
,,A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-04-13,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,150.0,1787-04-03,1.0,sel
Marchandises,Diverses marchandises,A0130763,Diélette,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-10-02,1.0,marchandises
Sel,Sel,A0138654,Bourgneuf,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,200.0,1787-03-16,1.0,sel
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-12-18,1.0,genièvre
Avoine,Avoine,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,60.0,1787-11-21,1.0,avoine
,,A0122218,Rouen,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,60.0,1787-09-10,0.0,[vide]
Diverses marchandises,Diverses marchandises,A0181755,Collioure,A1964712,Espagne méditerranéenne,Espagne,Etranger,,Espagne,220.0,1787-07-27,1.0,marchandises
Bled,Blé,A0204180,Dunkerque,A0393049,Poole,Angleterre,Etranger,Angleterre,Grande-Bretagne,150.0,1787-09-28,1.0,grains blé
,,A0165080,Calais,A0391703,Faversham,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-04-01,0.0,[vide]
,,A0122218,Rouen,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,70.0,1787-06-04,0.0,[vide]
,,A0122218,Rouen,A0360085,Lisbonne,Portugal,Etranger,,Portugal,70.0,1787-09-29,0.0,[vide]
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-11-04,1.0,genièvre
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-01,1.0,genièvre
Balloteries,balloteries,A0204180,Dunkerque,A0120232,Cadix,Espagne,Etranger,,Espagne,300.0,1787-06-30,1.0,ballots
,,A0196771,Saint-Valéry-sur-Somme,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,52.0,1787-11-26,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,80.0,1787-07-25,1.0,sel
,,A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-05-03,0.0,[vide]
Café,Café,A0180923,Bordeaux,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,118.0,1787-08-14,2.0,café
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,118.0,1787-08-14,2.0,eau-de-vie
,,A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-05-16,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A1964109,Russie,Russie,Etranger,,Empire russe,204.0,1787-03-21,1.0,sel
Vin,Vin,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,180.0,1787-04-20,1.0,vin
,,A0122218,Rouen,A0360085,Lisbonne,Portugal,Etranger,,Portugal,106.0,1787-06-05,0.0,[vide]
,,A0187101,Le Havre,A0403551,Falmouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,26.0,1787-04-24,0.0,[vide]
,,A0187101,Le Havre,A0403551,Falmouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,26.0,1787-05-29,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,43.0,1787-04-21,1.0,sel
Diverses marchandises,Diverses marchandises,A0181755,Collioure,A0115898,Mahon,Espagne,Etranger,,Espagne,45.0,1787-12-20,1.0,marchandises
Coton,Coton,A0180923,Bordeaux,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,77.0,1787-07-27,1.0,coton
Salaisons,Salaisons,A0187995,Bayonne,A0120232,Cadix,Espagne,Etranger,,Espagne,110.0,1787-08-23,3.0,salaisons
Brai,Brai,A0187995,Bayonne,A0120232,Cadix,Espagne,Etranger,,Espagne,110.0,1787-08-23,3.0,brai
Liqueurs,liqueurs,A0187995,Bayonne,A0120232,Cadix,Espagne,Etranger,,Espagne,110.0,1787-08-23,3.0,liqueurs
,,A0124817,Nantes,A0250475,Cagliari,,Etranger,Sardaigne,Royaume de Piémont-Sardaigne,202.0,1787-08-07,0.0,[vide]
Mouchoir,mouchoir,A0140266,Lorient,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,52.0,1787-06-25,3.0,Unknown for TOFLIT
Merrain,Bois merrain,A0140266,Lorient,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,52.0,1787-06-25,3.0,merrains
Liqueurs,liqueurs,A0140266,Lorient,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,52.0,1787-06-25,3.0,liqueurs
,,A0187101,Le Havre,A0408148,Southampton,Angleterre,Etranger,Angleterre,Grande-Bretagne,17.0,1787-06-13,0.0,[vide]
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-01-10,1.0,genièvre
Vin,Vin,A0180923,Bordeaux,A0816635,Copenhague ,Danemark,Etranger,,Danemark,145.0,1787-03-21,1.0,vin
,,A0187101,Le Havre,A1965062,Côte d'Espagne,Espagne,Etranger,,Espagne,128.0,1787-01-04,0.0,[vide]
Bled,Blé,A0181755,Collioure,A0087160,Catalogne,Espagne,Etranger,,Espagne,12.0,1787-03-14,1.0,grains blé
,,A0122218,Rouen,A0360085,Lisbonne,Portugal,Etranger,,Portugal,142.0,1787-11-10,0.0,[vide]
,,A0122218,Rouen,A0360085,Lisbonne,Portugal,Etranger,,Portugal,168.0,1787-01-22,0.0,[vide]
,,A0122218,Rouen,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,62.0,1787-07-31,0.0,[vide]
,,A0193167,Bastia,A0232521,Gênes,,Etranger,,République de Gênes,15.0,1787-06-14,0.0,[vide]
Eau de vie,Eau-de-vie,A0180923,Bordeaux,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,185.0,1787-08-27,4.0,eau-de-vie
Tobacco,tobacco,A0180923,Bordeaux,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,185.0,1787-08-27,4.0,tabac
Tobacco,tobacco,A0180923,Bordeaux,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,185.0,1787-08-27,4.0,tabac
Bled,Blé,A0204180,Dunkerque,A0634431,Schiedam,Hollande,Etranger,Hollande,Provinces-Unies,70.0,1787-12-07,1.0,grains blé
,,A0198999,La Rochelle,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,90.0,1787-06-16,0.0,[vide]
,,A0192135,Fécamp,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,66.0,1787-07-14,0.0,[vide]
,,A0130761,Dieppe,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,50.0,1787-01-04,0.0,[vide]
Futailles vides,Futailles vides,A0152606,Boulogne-sur-Mer,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,40.0,1787-04-07,1.0,futailles vides
,,A0122218,Rouen,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,118.0,1787-05-18,0.0,[vide]
Bois de Campêche,bois de campêche,A0204180,Dunkerque,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,42.0,1787-07-21,2.0,bois de Campêche
Bois d' Acajou,bois d' acajou,A0204180,Dunkerque,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,42.0,1787-07-21,2.0,Unknown for TOFLIT
,,A0122218,Rouen,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-08-22,0.0,[vide]
Seigle,Seigle,A0204180,Dunkerque,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,35.0,1787-11-29,2.0,grains seigle
Bled,Blé,A0204180,Dunkerque,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,35.0,1787-11-29,2.0,grains blé
Marchandises,Diverses marchandises,A0130763,Diélette,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-04-28,1.0,marchandises
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-21,1.0,genièvre
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-05-06,1.0,genièvre
Sel,Sel,A0170819,Saint-Malo,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,140.0,1787-05-01,2.0,sel
pêche à la morue,Pêche à la morue,A0170819,Saint-Malo,B0000946,Petit Nord de Terre-Neuve,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,140.0,1787-05-01,2.0,pêche à la morue
,,B1965595,Saint-Pierre-et-Miquelon,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,50.0,1787-07-04,0.0,[vide]
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-02-19,1.0,genièvre
Pêche à la morue,Pêche à la morue,A0170819,Saint-Malo,B2120324,Férolle,Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,160.0,1787-03-03,1.0,pêche à la morue
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-12,0.0,[vide]
Quincaillerie,quincaillerie,A0204180,Dunkerque,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,8.0,1787-05-30,2.0,quincaillerie
Merceries,merceries,A0204180,Dunkerque,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,8.0,1787-05-30,2.0,mercerie
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-04-10,1.0,genièvre
,,A0127055,Saint-Martin-de-Ré,A0848887,Kristiansand ,Danemark,Etranger,Norvège,Danemark,270.0,1787-10-01,0.0,[vide]
Autres marchandises,Diverses marchandises,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,163.0,1787-07-05,2.0,marchandises
Vin,Vin,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,163.0,1787-07-05,2.0,vin
,,A0192135,Fécamp,A0095951,Santander,Espagne,Etranger,,Espagne,110.0,1787-07-30,0.0,[vide]
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-05-25,1.0,genièvre
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-11-17,1.0,genièvre
,,A0196771,Saint-Valéry-sur-Somme,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,104.0,1787-09-18,0.0,[vide]
,,A0192135,Fécamp,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,3.0,1787-01-29,0.0,[vide]
,,A0192135,Fécamp,A0861183,Drammen ,Danemark,Etranger,Norvège,Danemark,160.0,1787-07-22,0.0,[vide]
Sucre,Sucre,A0180923,Bordeaux,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,30.0,1787-05-10,2.0,sucre
cacao,cacao,A0180923,Bordeaux,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,30.0,1787-05-10,2.0,cacao
Sucre,Sucre,A0204180,Dunkerque,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,80.0,1787-05-21,3.0,sucre
Café,Café,A0204180,Dunkerque,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,80.0,1787-05-21,3.0,café
Autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,80.0,1787-05-21,3.0,marchandises
Seigle,Seigle,A0152606,Boulogne-sur-Mer,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,40.0,1787-04-28,1.0,grains seigle
,,A0187101,Le Havre,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,114.0,1787-07-27,0.0,[vide]
,,A0165080,Calais,A0397468,Chichester,Angleterre,Etranger,Angleterre,Grande-Bretagne,36.0,1787-02-27,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A1039332,Landscrone,Suède,Etranger,,Suède,115.0,1787-10-16,1.0,sel
Genièvre,genièvre,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-12-28,1.0,genièvre
Passagers,Passagers,A0170819,Saint-Malo,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-10-05,1.0,passagers
Bled,Blé,A0180923,Bordeaux,A1964567,Viveros,Espagne,Etranger,,Espagne,60.0,1787-05-24,1.0,grains blé
Passagers,Passagers,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-07-12,1.0,passagers
,,A0122218,Rouen,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,68.0,1787-12-06,0.0,[vide]
,,A0187101,Le Havre,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,110.0,1787-09-20,0.0,[vide]
,,A0124817,Nantes,A1759102,Saint-Pétersbourg,Russie,Etranger,Russie - mer Baltique,Empire russe,90.0,1787-07-10,0.0,[vide]
,,A0187101,Le Havre,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,257.0,1787-06-19,0.0,[vide]
Balloterie,balloterie,A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,30.0,1787-03-15,2.0,ballots
Eau de vie,Eau-de-vie,A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,30.0,1787-03-15,2.0,eau-de-vie
,,A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-04-12,0.0,[vide]
,,A0187101,Le Havre,A0836627,Christiania / Oslo,Danemark,Etranger,Norvège,Danemark,132.0,1787-08-17,0.0,[vide]
Surplus de son chargement,surplus de son chargement,A0187101,Le Havre,A0395178,Whitehaven,Angleterre,Etranger,Angleterre,Grande-Bretagne,254.0,1787-02-05,1.0,restant de sa cargaison
Sel,Sel,A0213139,Le Croisic,B2119892,"Terre-Neuve, île de",Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,156.0,1787-05-08,1.0,sel
,,A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-09-06,0.0,[vide]
Vin,Vin,A0136930,Marennes,A0686629,Lübeck,Quatre villes hanséatiques,Etranger,,Lubeck,225.0,1787-05-05,1.0,vin
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,125.0,1787-12-24,0.0,[vide]
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0390202,Greenock,Angleterre,Etranger,Ecosse,Grande-Bretagne,118.0,1787-09-06,2.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,A0390202,Greenock,Angleterre,Etranger,Ecosse,Grande-Bretagne,118.0,1787-09-06,2.0,vin
,,A0187101,Le Havre,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,125.0,1787-08-29,0.0,[vide]
Passagers,Passagers,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,20.0,1787-12-01,1.0,passagers
Sucre,Sucre,A0180923,Bordeaux,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,235.0,1787-09-03,2.0,sucre
Café,Café,A0180923,Bordeaux,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,235.0,1787-09-03,2.0,café
,,A0124817,Nantes,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,133.0,1787-05-18,0.0,[vide]
Autres,Diverses marchandises,A0180923,Bordeaux,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,115.0,1787-09-24,2.0,marchandises
Prunes,prunes,A0180923,Bordeaux,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,115.0,1787-09-24,2.0,prunes
Sel,Sel,A0133403,Ars-en-Ré,A0858222,Trondheim,Danemark,Etranger,Norvège,Danemark,130.0,1787-04-23,1.0,sel
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,90.0,1787-06-15,0.0,[vide]
Goudron,Goudron,A0187995,Bayonne,A0095951,Santander,Espagne,Etranger,,Espagne,20.0,1787-09-04,3.0,goudron
Planches,Planches,A0187995,Bayonne,A0095951,Santander,Espagne,Etranger,,Espagne,20.0,1787-09-04,3.0,planches
Brai,Brai,A0187995,Bayonne,A0095951,Santander,Espagne,Etranger,,Espagne,20.0,1787-09-04,3.0,brai
Bled,Blé,A0181755,Collioure,A0087160,Catalogne,Espagne,Etranger,,Espagne,12.0,1787-03-14,1.0,grains blé
,,A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-03-13,0.0,[vide]
,,A0192135,Fécamp,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,20.0,1787-04-03,0.0,[vide]
,,A0124817,Nantes,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,38.0,1787-11-29,0.0,[vide]
Tabac,tabac,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,106.0,1787-08-24,2.0,tabac
Café,Café,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,106.0,1787-08-24,2.0,café
Sucre,Sucre,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,106.0,1787-12-10,2.0,sucre
Café,Café,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,106.0,1787-12-10,2.0,café
,,A0122218,Rouen,A0364551,Setúbal ,Portugal,Etranger,,Portugal,100.0,1787-12-29,0.0,[vide]
Tabac,tabac,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,90.0,1787-07-27,1.0,tabac
Café,Café,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,80.0,1787-11-09,2.0,café
Sucre,Sucre,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,80.0,1787-11-09,2.0,sucre
Tabac,tabac,A0204180,Dunkerque,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,92.0,1787-10-08,1.0,tabac
Vin,Vin,A0218780,Agde,A0148992,Nice,,Etranger,,Royaume de Piémont-Sardaigne,58.0,1787-06-09,1.0,vin
Douves,douves,A0236787,Fiumicino ,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-10-26,3.0,douves à tonneaux
Passager,Passagers,A0236787,Fiumicino ,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-10-26,3.0,passagers
Vin,Vin,A0086055,Cadaqués,A1964975,Italie,,Etranger,,multi-Etat,,1786-12-13,1.0,vin
,,A0130761,Dieppe,A0410570,Brighton,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-05-29,0.0,[vide]
Marchandises,Diverses marchandises,A0251183,Livourne,A0354005,Gibraltar,Angleterre,Etranger,possessions anglaises en Méditerranée,Grande-Bretagne,,1787-09-07,1.0,marchandises
Marchandises,Diverses marchandises,A0180040,Frioul,A0354005,Gibraltar,Angleterre,Etranger,possessions anglaises en Méditerranée,Grande-Bretagne,,1787-09-18,1.0,marchandises
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-11-24,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,30.0,1787-07-24,1.0,sel
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-12-04,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-12-12,0.0,[vide]
,,A0130761,Dieppe,A0986379,Memel,Prusse,Etranger,,Prusse,190.0,1787-05-01,0.0,[vide]
Marchandises,Diverses marchandises,A0218780,Agde,A0148992,Nice,,Etranger,,Royaume de Piémont-Sardaigne,,1787-02-17,1.0,marchandises
Vin,Vin,A0170986,Sète,A0232521,Gênes,,Etranger,,République de Gênes,,1787-01-27,1.0,vin
Poisson salé,poisson salé,A0232521,Gênes,A0360085,Lisbonne,Portugal,Etranger,,Portugal,,1787-11-27,4.0,poisson salé
Passagers,Passagers,A0232521,Gênes,A0360085,Lisbonne,Portugal,Etranger,,Portugal,,1787-11-27,4.0,passagers
Marchandises,Diverses marchandises,A0232521,Gênes,A0360085,Lisbonne,Portugal,Etranger,,Portugal,,1787-11-27,4.0,marchandises
Bled,Blé,A0232521,Gênes,A0360085,Lisbonne,Portugal,Etranger,,Portugal,,1787-11-27,4.0,grains blé
Douves,douves,A0245418,Loano,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-02-09,3.0,douves à tonneaux
Fer,Fer,A0245418,Loano,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-02-09,3.0,fer
Ris,ris,A0245418,Loano,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-02-09,3.0,grains riz
Haricots,Haricots blancs,A0148992,Nice,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-02-22,2.0,haricots blancs
Douves,douves,A0148992,Nice,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1787-02-22,2.0,douves à tonneaux
Vin,Vin,A0170986,Sète,A0232521,Gênes,,Etranger,,République de Gênes,,1787-03-21,1.0,vin
,,A0187101,Le Havre,A1039917,Gothembourg ,Suède,Etranger,,Suède,73.0,1787-05-19,0.0,[vide]
