cargo,cargo_standardized_fr,departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,nb_cargo,commodity_as_toflit
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-20,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-20,2.0,marchandises
futailles vides,Futailles vides,A0204180,Dunkerque,A0624785,Veere,Hollande,Etranger,Zélande,Provinces-Unies,60.0,1789-03-31,3.0,futailles vides
Caffé,Café,A0204180,Dunkerque,A0624785,Veere,Hollande,Etranger,Zélande,Provinces-Unies,60.0,1789-03-31,3.0,café
Etc.,Diverses marchandises,A0204180,Dunkerque,A0624785,Veere,Hollande,Etranger,Zélande,Provinces-Unies,60.0,1789-03-31,3.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-17,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-17,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-15,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-15,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-16,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-16,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-16,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-16,2.0,marchandises
genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-16,1.0,genièvre
genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-23,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-28,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-28,2.0,genièvre
genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-22,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-20,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-20,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-12,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-12,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-02,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-02,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-07,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-07,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-20,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-20,2.0,marchandises
Cambrais,cambrais,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,110.0,1789-04-06,2.0,Unknown for TOFLIT
Etc.,Diverses marchandises,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,110.0,1789-04-06,2.0,marchandises
Coton,Coton,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,70.0,1789-11-21,1.0,coton
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-25,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-25,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-09,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-09,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-18,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-18,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-25,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-25,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-01,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-01,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-17,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-17,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-14,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-14,2.0,genièvre
Tabac,tabac,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-31,2.0,tabac
autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-31,2.0,marchandises
Tabac,tabac,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-25,2.0,tabac
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-25,2.0,marchandises
tabac,tabac,A0204180,Dunkerque,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,10.0,1789-12-18,1.0,tabac
ustensiles de pêche,Ustensiles de pêche,A0204180,Dunkerque,A0380426,Shetland,Angleterre,Etranger,Ecosse,Grande-Bretagne,30.0,1789-05-22,2.0,outils de pêche
faire la pêche,faire la pêche,A0204180,Dunkerque,A0380426,Shetland,Angleterre,Etranger,Ecosse,Grande-Bretagne,30.0,1789-05-22,2.0,Unknown for TOFLIT
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-07,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-05,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-05,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-25,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-25,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-11-12,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-11-12,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-14,2.0,genièvre
autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-14,2.0,marchandises
sucre,Sucre,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,60.0,1789-09-24,1.0,sucre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-22,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-22,2.0,genièvre
autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-27,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-01-27,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-07,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-07,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-14,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-14,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-21,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-21,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-30,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-30,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-28,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-06,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-06,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-23,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-23,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-31,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-31,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-06,2.0,marchandises
cambrais,cambrais,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-06,2.0,Unknown for TOFLIT
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-22,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-22,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-12-28,2.0,marchandises
soieries,soieries,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-12-28,2.0,soierie
sucre,Sucre,A0204180,Dunkerque,A0624785,Veere,Hollande,Etranger,Zélande,Provinces-Unies,55.0,1789-08-21,1.0,sucre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,115.0,1789-07-18,2.0,marchandises
Eau-de-vie,Eau-de-vie,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,115.0,1789-07-18,2.0,eau-de-vie
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-05,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-05,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-22,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-04-22,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-07-15,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-07-15,2.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-07-22,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-07-22,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,55.0,1789-08-17,2.0,marchandises
Sucre,Sucre,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,55.0,1789-08-17,2.0,sucre
Coton,Coton,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,55.0,1789-10-29,3.0,coton
Sucre,Sucre,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,55.0,1789-10-29,3.0,sucre
Cuirs,cuirs,A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,55.0,1789-10-29,3.0,cuirs
tabac,tabac,A0204180,Dunkerque,A0251183,Livourne,,Etranger,,Toscane,200.0,1789-11-25,1.0,tabac
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-11,1.0,genièvre
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-06-30,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-29,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-10-29,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-13,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-13,2.0,genièvre
Eau-de-vie,Eau-de-vie,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,60.0,1789-04-06,2.0,eau-de-vie
Etc.,Diverses marchandises,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,60.0,1789-04-06,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-10,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-02-10,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,B2827324,New Bedford,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,350.0,1789-08-22,2.0,marchandises
charbon,Charbon,A0204180,Dunkerque,B2827324,New Bedford,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,350.0,1789-08-22,2.0,charbon
genevre,genevre,A0204180,Dunkerque,A1086867,Nordbergen,Suède,Etranger,,Suède,12.0,1789-07-25,1.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-03,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-03-03,2.0,genièvre
genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-11-10,1.0,genièvre
genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-11-21,1.0,genièvre
Tabac,tabac,A0204180,Dunkerque,A0251183,Livourne,,Etranger,,Toscane,130.0,1789-08-29,2.0,tabac
autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0251183,Livourne,,Etranger,,Toscane,130.0,1789-08-29,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-12,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-08-12,2.0,marchandises
Genevre,genevre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-24,2.0,genièvre
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-09-24,2.0,marchandises
Etc.,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1789-05-25,2.0,marchandises
