year,value,source,export,import,partner,product,product_revolutionempire,product_simplification,product_sitc_FR,customs_region,customs_office
1789,6675,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Lille
1789,60,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1134,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bonnets,Bonneterie hors soie,bonnets de coton,Articles manufacturés divers n.d.a,Flandre,Lille
1789,270,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de filain ; d'or,Bonneterie hors soie,bonneterie de filin d'or,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1120,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en bas,Habits et lingerie,bas de laine,Articles manufacturés divers n.d.a,Flandre,Lille
1789,4440,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en bonnets,Bonneterie hors soie,bonnets de laine,Articles manufacturés divers n.d.a,Flandre,Lille
1789,528,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de filoselle,Bonneterie de soie,bonneterie de filoselle,Articles manufacturés divers n.d.a,Flandre,Lille
1789,163,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de toute sorte,Bonneterie hors soie,bonneterie,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1320,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; poil et laine,Chapeaux hors paille et écorce,chapeaux de laine et de poil,Articles manufacturés divers n.d.a,Flandre,Lille
1789,16636,best_guess_region_prodxpart,yes,no,dunkerque,Charbon ; de terre,Combustibles dont charbons et bois,charbon de terre,Combustibles,Flandre,Lille
1789,4250,best_guess_region_prodxpart,yes,no,dunkerque,Charbon ; de terre,Combustibles dont charbons et bois,charbon de terre,Combustibles,Flandre,Lille
1789,456,best_guess_region_prodxpart,yes,no,dunkerque,Cordes ; à violon,Ouvrages divers et mélangés,cordes pour violons,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1648,best_guess_region_prodxpart,yes,no,dunkerque,Coton ; filé,Fils divers,fil de coton,Filés ou tissés de coton,Flandre,Lille
1789,4000,best_guess_region_prodxpart,yes,no,dunkerque,Coton ; filé,Fils divers,fil de coton,Filés ou tissés de coton,Flandre,Lille
1789,8000,best_guess_region_prodxpart,yes,no,dunkerque,Couvertures ; de laine,Étoffes de laine,couvertures de laine,Articles manufacturés divers n.d.a,Flandre,Lille
1789,54,best_guess_region_prodxpart,yes,no,dunkerque,Couvertures ; de fleur,Textiles manufacturés divers et mélangés,couvertures de fleur,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1547,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; tannés ; de chevaux,"Cuirs, peaux et pelleterie",cuirs de cheval tannés,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,4586,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; tannés ; de vaches,"Cuirs, peaux et pelleterie",cuirs tannés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,316,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; corroyés ; de vaches,"Cuirs, peaux et pelleterie",cuirs corroyés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,118150,best_guess_region_prodxpart,yes,no,dunkerque,Dentelle ; de fil,Dentelles,dentelle de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,2016,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; saffran,Safran,safran,Autres produits alimentaires et animaux,Flandre,Lille
1789,114,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture ; diverses,Matières brutes et transformées pour teinture,drogues pour peintures et teinture,Produits chimiques transformés n.d.a.,Flandre,Lille
1789,180,best_guess_region_prodxpart,yes,no,dunkerque,Epicerie ; en noix ; muscade,Muscades,noix de muscade,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Lille
1789,1230,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de coton ; en velours,Toiles de coton,velours de coton,Filés ou tissés de coton,Flandre,Lille
1789,1620,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de fil et laine,Étoffes diverses,étoffe de fil et de laine,Autres filés ou tissés,Flandre,Lille
1789,1394,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; callemande,Étoffes de laine,calmande de laine,Filés ou tissés de laine et de poil,Flandre,Lille
1789,8235,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; callemande ; large,Étoffes de laine,calmande de laine,Filés ou tissés de laine et de poil,Flandre,Lille
1789,20658,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; camelot ; large,Étoffes de laine,camelot de laine large,Filés ou tissés de laine et de poil,Flandre,Lille
1789,39410,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; camelot ; etroit,Étoffes de laine,camelot de laine étroit,Filés ou tissés de laine et de poil,Flandre,Lille
1789,5162,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; catalogne,Étoffes de laine,Catalogne de laine,Filés ou tissés de laine et de poil,Flandre,Lille
1789,10275,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; lampareille,Textiles manufacturés divers et mélangés,lampareille de laine,Filés ou tissés de laine et de poil,Flandre,Lille
1789,1950,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; prunelle ; étroite,Étoffes de laine,prunelle de laine,Filés ou tissés de laine et de poil,Flandre,Lille
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; serge ; etroite,Étoffes de laine,serge de laine étroite,Filés ou tissés de laine et de poil,Flandre,Lille
1789,194,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; serge ; large,Étoffes de laine,serge de laine large,Filés ou tissés de laine et de poil,Flandre,Lille
1789,2819,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de laine ; serge ; minorque,Étoffes de laine,serge de laine Minorque,Filés ou tissés de laine et de poil,Flandre,Lille
1789,288,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de poil et laine ; en ?,Étoffes diverses,étoffe de laine et poil,Filés ou tissés de laine et de poil,Flandre,Lille
1789,3724,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; de soye ; diverses,Étoffes de soie,étoffe de soie,Filés ou tissés de soie et soie mélangée,Flandre,Lille
1789,1776,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; mélangées ; serge et laine ; en prunelle ; étroite,Étoffes de laine,serge et prunelle de laine étroite,Filés ou tissés de laine et de poil,Flandre,Lille
1789,750,best_guess_region_prodxpart,yes,no,dunkerque,Etoffes ; mélangées ; serge et laine ; large,Étoffes de laine,étoffe de laine large et serge,Filés ou tissés de laine et de poil,Flandre,Lille
1789,175,best_guess_region_prodxpart,yes,no,dunkerque,Fer ; en platine,Ouvrages métalliques,fer en platines,"Métaux, produits métalliques et outils",Flandre,Lille
1789,87053,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; retord,Fils divers,fil retors,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,291,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; simple,Fils divers,fil simple,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,281,best_guess_region_prodxpart,yes,no,dunkerque,Fromage,Fromage,fromage,Autres produits alimentaires et animaux,Flandre,Lille
1789,59,best_guess_region_prodxpart,yes,no,dunkerque,Fromage,Fromage,fromage,Autres produits alimentaires et animaux,Flandre,Lille
1789,791,best_guess_region_prodxpart,yes,no,dunkerque,Galons ; d'or ; fin,Mercerie,galon d'or fin,Articles manufacturés divers n.d.a,Flandre,Lille
1789,3680,best_guess_region_prodxpart,yes,no,dunkerque,Gaze ; de soye,Étoffes de soie,gaze de soie,Filés ou tissés de soie et soie mélangée,Flandre,Lille
1789,1200,best_guess_region_prodxpart,yes,no,dunkerque,Glaces,"Meubles, glaces et miroirs",glaces,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Lille
1789,80,best_guess_region_prodxpart,yes,no,dunkerque,Glaces ; de ? crud ; ?,Produits inconnus,glaces de ??? cru ???,Divers incertains et inconnus,Flandre,Lille
1789,105,best_guess_region_prodxpart,yes,no,dunkerque,Graines ; diverses,Graines diverses et mélangées,graine diverse,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Lille
1789,750,best_guess_region_prodxpart,yes,no,dunkerque,Habillements ; en gilets ; fil et coton,Habits et lingerie,gilets de coton et de fil,Articles manufacturés divers n.d.a,Flandre,Lille
1789,264,best_guess_region_prodxpart,yes,no,dunkerque,Habillements ; en vestes,Habits et lingerie,vestes,Articles manufacturés divers n.d.a,Flandre,Lille
1789,240,best_guess_region_prodxpart,yes,no,dunkerque,Habillements ; en vestes ; de fil et coton,Habits et lingerie,vestes de coton et fil,Articles manufacturés divers n.d.a,Flandre,Lille
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Horlogerie ; diverse,Horlogerie,horloge,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1050,best_guess_region_prodxpart,yes,no,dunkerque,Houblon,Matières premières diverses,houblon,Autres produits alimentaires et animaux,Flandre,Lille
1789,3200,best_guess_region_prodxpart,yes,no,dunkerque,Huile d'olive,Huile d'olive à manger,huile d'olive,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Lille
1789,3902,best_guess_region_prodxpart,yes,no,dunkerque,Huile ; de graine,Huiles diverses,huile de graine,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Lille
1789,7640,best_guess_region_prodxpart,yes,no,dunkerque,Lingerie ; en chemises,Habits et lingerie,chemises,Articles manufacturés divers n.d.a,Flandre,Lille
1789,330,best_guess_region_prodxpart,yes,no,dunkerque,Librairie ; en almanach ; broché,Librairie,almanachs brochés,Articles manufacturés divers n.d.a,Flandre,Lille
1789,632,best_guess_region_prodxpart,yes,no,dunkerque,Librairie ; brochée,Librairie,librairie brochée,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1442,best_guess_region_prodxpart,yes,no,dunkerque,Librairie ; reliée,Librairie,librairie reliée,Articles manufacturés divers n.d.a,Flandre,Lille
1789,1944,best_guess_region_prodxpart,yes,no,dunkerque,Librairie ; en blanc,Librairie,librairie en blanc,Papier,Flandre,Lille
1789,1666,best_guess_region_prodxpart,yes,no,dunkerque,Librairie ; en feuilles,Librairie,livres en feuilles,Papier,Flandre,Lille
1789,437,best_guess_region_prodxpart,yes,no,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Lille
1789,592,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; diverse,Mercerie,mercerie,Divers mélangés,Flandre,Lille
1789,1858,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; mêlée,Mercerie,mercerie,Divers mélangés,Flandre,Lille
1789,1542,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; commune,Mercerie,mercerie commune,Divers mélangés,Flandre,Lille
1789,4042,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; commune,Mercerie,mercerie commune,Divers mélangés,Flandre,Lille
1789,421,best_guess_region_prodxpart,yes,no,dunkerque,Meubles ; divers,"Meubles, glaces et miroirs",mobilier,Articles manufacturés divers n.d.a,Flandre,Lille
1789,945,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; de coton,Châles et mouchoirs hors soie,mouchoirs de coton,Filés ou tissés de coton,Flandre,Lille
1789,45,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; de fil,Châles et mouchoirs hors soie,mouchoirs de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,48,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs ; de soye et coton,Châles et mouchoirs hors soie,mouchoirs de coton et soie,Filés ou tissés de soie et soie mélangée,Flandre,Lille
1789,90,best_guess_region_prodxpart,yes,no,dunkerque,Orfevrerie,Argenterie et orfèvrerie,orfèvrerie,Articles manufacturés divers n.d.a,Flandre,Lille
1789,156,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de bois ; divers,"Ouvrages de bois, liège et jonc",ouvrages de bois,"Produits du bois, liège, jonc",Flandre,Lille
1789,6791,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de cuir ; divers,"Cuirs, peaux et pelleterie",ouvrages de cuir,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,3408,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; en dorure,Dorure,ouvrages en dorure,Articles manufacturés divers n.d.a,Flandre,Lille
1789,131,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de modes,Fleurs artificielles et ouvrages de mode,ouvrages de modes,Articles manufacturés divers n.d.a,Flandre,Lille
1789,190,best_guess_region_prodxpart,yes,no,dunkerque,Parfumerie ; diverse,Parfumerie et toilette,parfumerie,Produits chimiques transformés n.d.a.,Flandre,Lille
1789,1768,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de chevres ; noires ; corroyées,"Cuirs, peaux et pelleterie",peaux de chèvre corroyées et noires,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,1050,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de chevres ; noires ; corroyées,"Cuirs, peaux et pelleterie",peaux de chèvre corroyées et noires,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,162,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de moutons ; en blanc,"Cuirs, peaux et pelleterie",peaux de mouton blanc,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,4538,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de veau ; corroyées ; en noir,"Cuirs, peaux et pelleterie",peaux corroyées en noir de veau,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,820,best_guess_region_prodxpart,yes,no,dunkerque,Pelleterie ; commune ; apprêtée,"Cuirs, peaux et pelleterie",pelleterie apprêtée commune,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,2700,best_guess_region_prodxpart,yes,no,dunkerque,Pelleterie ; commune ; apprêtée,"Cuirs, peaux et pelleterie",pelleterie apprêtée commune,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Lille
1789,186,best_guess_region_prodxpart,yes,no,dunkerque,Poil ; de chevres filé,Fils divers,fil de poil de chèvre,Filés ou tissés de laine et de poil,Flandre,Lille
1789,130,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; diverse,Quincaillerie,quincaillerie,"Métaux, produits métalliques et outils",Flandre,Lille
1789,9407,best_guess_region_prodxpart,yes,no,dunkerque,Ruban ; de soye,Rubanerie et passementerie de soie,ruban de soie,Filés ou tissés de soie et soie mélangée,Flandre,Lille
1789,60,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelle,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Lille
1789,14101,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en feuilles,Tabac,feuilles de tabac,Boissons et tabac,Flandre,Lille
1789,215,best_guess_region_prodxpart,yes,no,dunkerque,Tableaux ; divers,Objets d'art et d'histoire naturelle,tableaux,Articles manufacturés divers n.d.a,Flandre,Lille
1789,268,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de coton ; en bazin,Toiles de coton,toile en basin de coton,Filés ou tissés de coton,Flandre,Lille
1789,495,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; fil et coton,Toiles diverses,toile de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Lille
1789,1000,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; fil et coton,Toiles diverses,toile de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Lille
1789,14260,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; blanche,Toiles de chanvre et de lin,toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,79894,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; blanche,Toiles de chanvre et de lin,toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,15701,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; écrue,Toiles de chanvre et de lin,toile écrue de lin,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,9678,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; teuile,Toiles de chanvre et de lin,toile de lin teinte,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,1050,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; à matelats,Toiles de chanvre et de lin,toile de lin à matelas,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,6850,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; coutel,Toiles de chanvre et de lin,toile de lin coutel,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,67712,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; gingas,Toiles de coton,toile guingans,Filés ou tissés de coton,Flandre,Lille
1789,5082,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; en linge ; de table,Toiles de chanvre et de lin,linge de table de lin,Articles manufacturés divers n.d.a,Flandre,Lille
1789,33350,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; batiste,Toiles de chanvre et de lin,batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,10544,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; batiste,Toiles de chanvre et de lin,batiste,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Lille
1789,26652,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; de lin ; limon,Toiles de chanvre et de lin,toile linon,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Lille
1789,3600,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; à boire ; communs,Verrerie,verres à boire communs,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Lille
1789,1560,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; à vitres ; communs,Verrerie,verres communs à vitre,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Lille
1789,1800,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en flacons,Verrerie,flacons de verres,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Lille
1789,105,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; de Bordeaux,Vins de Bordeaux,vin de Bordeaux,Boissons et tabac,Flandre,Lille
1789,1001,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; de Bourgogne,Vins divers,vin de Bourgogne,Boissons et tabac,Flandre,Lille
1789,481,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; de Champagne,Vins divers,vin de Champagne,Boissons et tabac,Flandre,Lille
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de vache ; tannés,"Cuirs, peaux et pelleterie",cuirs tannés de vache,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Baisieux
1789,100,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; boray,Sels chimiques,borax,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Baisieux
1789,295,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; réglisse,Réglisse,réglisse,Autres produits alimentaires et animaux,Flandre,Baisieux
1789,360,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture ; cochenille,Cochenille,cochenille,Produits chimiques transformés n.d.a.,Flandre,Baisieux
1789,230,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à tourner,"Ouvrages de bois, liège et jonc",bois pour tourner,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,18037,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler ; en ?,Combustibles dont charbons et bois,bois pour brûler en ???,Combustibles,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler ; d'orme,Combustibles dont charbons et bois,bois pour brûler d'orme,Combustibles,Flandre,Lille
1789,12506,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à bâtir,"Ouvrages de bois, liège et jonc",bois pour bâtir,"Produits du bois, liège, jonc",Flandre,Steenfort
1789,149801,best_guess_region_prodxpart,yes,no,dunkerque,Beurre,Beurre,beurre,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1500,best_guess_region_prodxpart,yes,no,dunkerque,Bestiaux ; en bœufs,Animaux,bœuf,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,2970,best_guess_region_prodxpart,yes,no,dunkerque,Bestiaux ; en porc,Animaux,porcs,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1800,best_guess_region_prodxpart,yes,no,dunkerque,Bestiaux ; en vaches,Animaux,vaches,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,3560,best_guess_region_prodxpart,yes,no,dunkerque,Bestiaux ; en veaux,Animaux,veaux,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,27313,best_guess_region_prodxpart,yes,no,dunkerque,Bois ;à brûler ; en fagots,Combustibles dont charbons et bois,fagots de bois pour brûler,Combustibles,Flandre,Dunkerque
1789,825,best_guess_region_prodxpart,yes,no,dunkerque,Bois ;à brûler ; en fagots,Combustibles dont charbons et bois,fagots de bois pour brûler,Combustibles,Flandre,Dunkerque
1789,1392,best_guess_region_prodxpart,yes,no,dunkerque,Bois ;à brûler ; en fagots,Combustibles dont charbons et bois,fagots de bois pour brûler,Combustibles,Flandre,Dunkerque
1789,290,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; de cerisier,Bois divers hors combustible,bois de cerisier,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,273,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; ?,Bois divers hors combustible,bois,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,3619,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en cercles,"Ouvrages de bois, liège et jonc",cercles de bois,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,231,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; divers,Bois divers hors combustible,bois,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,54,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; d'ozier,Bois divers hors combustible,bois d'osier,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,100,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,700,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,380,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en bonnets,Bonneterie hors soie,bonnets de laine,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,60,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en gants,Gants,gants de laine,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en bonnets,Bonneterie hors soie,bonnets de laine,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,997,best_guess_region_prodxpart,yes,no,dunkerque,Bourre ; de vaches,Poils et crin,bourre de vache,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,475,best_guess_region_prodxpart,yes,no,dunkerque,Chari ; salée,Chairs et œufs,chair salée,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,5325,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; communs,Chapeaux hors paille et écorce,chapeaux communs,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,3520,best_guess_region_prodxpart,yes,no,dunkerque,Charbon ; de bois,Combustibles dont charbons et bois,charbon de bois,Combustibles,Flandre,Dunkerque
1789,110,best_guess_region_prodxpart,yes,no,dunkerque,Cordages,Cordage et filets,cordage,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,543,best_guess_region_prodxpart,yes,no,dunkerque,Cordages ; en ficelle,Fils divers,ficelle,Autres filés ou tissés,Flandre,Dunkerque
1789,15,best_guess_region_prodxpart,yes,no,dunkerque,Coton ; filé,Fils divers,fil de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,1136,best_guess_region_prodxpart,yes,no,dunkerque,Cuir ; de cheval,"Cuirs, peaux et pelleterie",cuirs de cheval,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,811,best_guess_region_prodxpart,yes,no,dunkerque,Dentelle ; de soye,Dentelles,dentelle de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,2080,best_guess_region_prodxpart,yes,no,dunkerque,Dominoterie,Librairie,dominoterie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,2080,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; de coton ; velours,Toiles de coton,velours de coton,Filés ou tissés de coton,Flandre,Dunkerque
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; de laine ; callemande,Étoffes de laine,calmande de laine,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,960,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; de laine ; teinte,Étoffes de laine,étoffe de laine teinte,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; de laine ; ?,Étoffes de laine,étoffe de laine ???,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,300,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; de soye,Étoffes de soie,étoffe de soie,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Etoffe ; en taffetas,Étoffes de soie,étoffe de taffetas,Filés ou tissés de soie et soie mélangée,Flandre,Dunkerque
1789,196,best_guess_region_prodxpart,yes,no,dunkerque,Farine ; en fleures,"Farine, gruau, biscuits et pâtes",farine en fleurs,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,125,best_guess_region_prodxpart,yes,no,dunkerque,Fer ; battu et fondu,Ouvrages métalliques,fer battu et fondu,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,9753,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; à coudre,Fils divers,fil à coudre,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,3562,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; blanc et en couleur,Fils divers,fil blanc et couleur,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
