year,value,source,export,import,partner,product,product_revolutionempire,product_simplification,product_sitc_FR,customs_region,customs_office
1789,121,best_guess_region_prodxpart,no,yes,dunkerque,Tabac ; en feuilles,Tabac,feuilles de tabac,Boissons et tabac,Flandre,Dunkerque
1789,741,best_guess_region_prodxpart,no,yes,dunkerque,Thé,Thé,thé,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,183,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; de coton ; en mousseline,"Mousseline, basin et nankin",toile de coton mousseline,Filés ou tissés de coton,Flandre,Dunkerque
1789,345,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; de coton ; peinte,Toiles de coton,toile de coton peinte,Filés ou tissés de coton,Flandre,Dunkerque
1789,336,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; de lin ; blanche,Toiles de chanvre et de lin,toile de lin blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,75,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; de lin ; cirée,Toiles de chanvre et de lin,toile de lin cirée,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,162,best_guess_region_prodxpart,no,yes,dunkerque,Verre ; cassé,Verrerie,verres cassés,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,500,best_guess_region_prodxpart,no,yes,dunkerque,Etoffes ; de laine ; en cachemire,Étoffes de laine,étoffe de laine en cachemire,Filés ou tissés de laine et de poil,Flandre,Lille
1789,325,best_guess_region_prodxpart,no,yes,dunkerque,Bois ; ouvré,"Ouvrages de bois, liège et jonc",ouvrages de bois,"Produits du bois, liège, jonc",Flandre,Armentière
1789,240,best_guess_region_prodxpart,no,yes,dunkerque,Bois ; des Isles ; d'Acajou,Bois divers hors combustible,bois d'acajou,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Turcoing
1789,100,best_guess_region_prodxpart,no,yes,dunkerque,Ivoire ; en dent d'éléphant,"Cornes, corail, écailles, ivoire et nacre",dents d'éléphant,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Baisieux
1789,131,best_guess_region_prodxpart,no,yes,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Graveline
1789,150,best_guess_region_prodxpart,no,yes,dunkerque,Ustensile ; de pêche ; en filets,Cordage et filets,filets et ustensiles de pêche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Graveline
1789,800,best_guess_region_prodxpart,yes,no,dunkerque,Vins,Vins divers,vin,Boissons et tabac,La Rochelle,Rochefort
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Vinaigre,"Bière, cidre et vinaigre",vinaigre,Autres produits alimentaires et animaux,La Rochelle,Rochefort
1789,321878.6229267,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie simple,Eaux-de-vie et liqueurs,eau-de-vie simple,Boissons et tabac,La Rochelle,Tonnay-Charente
1789,305356.0187467,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie double,Eaux-de-vie et liqueurs,eau-de-vie double,Boissons et tabac,La Rochelle,Tonnay-Charente
1789,125,best_guess_region_prodxpart,yes,no,dunkerque,Vin,Vins divers,vin,Boissons et tabac,La Rochelle,Tonnay-Charente
1789,7893.071818499981,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie simple,Eaux-de-vie et liqueurs,eau-de-vie simple,Boissons et tabac,La Rochelle,Marennes
1789,176559.7421529,best_guess_region_prodxpart,yes,no,dunkerque,Sel,Sel,sel,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Marennes
1789,1575.44992998,best_guess_region_prodxpart,yes,no,dunkerque,Sel,Sel,sel,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Marennes
1789,2916,best_guess_region_prodxpart,yes,no,dunkerque,Vin,Vins divers,vin,Boissons et tabac,La Rochelle,Marennes
1789,7398,best_guess_region_prodxpart,yes,no,dunkerque,Vin,Vins divers,vin,Boissons et tabac,La Rochelle,Marennes
1789,1382.399952,best_guess_region_prodxpart,yes,no,dunkerque,Vin blanc,Vins divers,vin blanc,Boissons et tabac,La Rochelle,Marennes
1789,56763.36,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie simple,Eaux-de-vie et liqueurs,eau-de-vie simple,Boissons et tabac,La Rochelle,Saint-Martin-de-Ré
1789,6267,best_guess_region_prodxpart,yes,no,dunkerque,Sel,Sel,sel,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Saint-Martin-de-Ré
1789,825.1199713499999,best_guess_region_prodxpart,yes,no,dunkerque,Vin rouge,Vins divers,vin rouge,Boissons et tabac,La Rochelle,Saint-Martin-de-Ré
1789,7679.92330292999,best_guess_region_prodxpart,yes,no,dunkerque,Vinaigre,"Bière, cidre et vinaigre",vinaigre,Autres produits alimentaires et animaux,La Rochelle,Saint-Martin-de-Ré
1789,291,best_guess_region_prodxpart,no,yes,dunkerque,Amidon,Ouvrages divers et mélangés,amidon,Produits chimiques transformés n.d.a.,La Rochelle,Rochefort
1789,4395.0001465,best_guess_region_prodxpart,no,yes,dunkerque,Fer blanc,Fer-blanc,fer-blanc,"Métaux, produits métalliques et outils",La Rochelle,Rochefort
1789,9959.24971545,best_guess_region_prodxpart,no,yes,dunkerque,Clous de fer,Quincaillerie,clous de fer,"Métaux, produits métalliques et outils",La Rochelle,Rochefort
1789,691.24998025,best_guess_region_prodxpart,no,yes,dunkerque,Suif fondu,Graisses diverses,suif fondu,"Huiles, graisses et cires d'origine animale et végétale",La Rochelle,Rochefort
1789,3487.5001395,best_guess_region_prodxpart,no,yes,dunkerque,Bray et gaudron,"Brai, goudron et résines",brai et goudron,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Saint-Martin-de-Ré
1789,11280,best_guess_region_prodxpart,no,yes,dunkerque,Futailles,"Ouvrages de bois, liège et jonc",futailles,"Produits du bois, liège, jonc",La Rochelle,Saint-Martin-de-Ré
1789,160.000004,best_guess_region_prodxpart,no,yes,dunkerque,Huile de baleine,Huiles diverses,huile de baleine,"Huiles, graisses et cires d'origine animale et végétale",La Rochelle,Saint-Martin-de-Ré
1789,219,best_guess_region_prodxpart,no,yes,dunkerque,Vin de Malaga,Vins divers,vin de Malaga,Boissons et tabac,La Rochelle,Saint-Martin-de-Ré
1789,4400,best_guess_region_prodxpart,no,yes,dunkerque,Bray gras et sec,"Brai, goudron et résines",brai gras et sec,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Tonnay-Charente
1789,8285,best_guess_region_prodxpart,no,yes,dunkerque,Bois de sapin en planches,"Ouvrages de bois, liège et jonc",planches de sapin,"Produits du bois, liège, jonc",La Rochelle,Tonnay-Charente
1789,1296,best_guess_region_prodxpart,no,yes,dunkerque,Futailles,"Ouvrages de bois, liège et jonc",futailles,"Produits du bois, liège, jonc",La Rochelle,Tonnay-Charente
1789,167,best_guess_region_prodxpart,no,yes,dunkerque,Sable,Matières premières diverses,sable,Matières brutes non-comestibles non transformées n.d.a.,La Rochelle,Tonnay-Charente
1789,4980,best_guess_region_prodxpart,no,yes,dunkerque,Armes à feu fusils,"Armes, munitions, poudre et pierres à fusil",fusils,Articles manufacturés divers n.d.a,La Rochelle,La Rochelle
1789,243,best_guess_region_prodxpart,no,yes,dunkerque,Futailles vides,"Ouvrages de bois, liège et jonc",futailles vides,"Produits du bois, liège, jonc",La Rochelle,La Rochelle
1789,6019.999914,best_guess_region_prodxpart,no,yes,dunkerque,Huile de graine,Huiles diverses,huile de graine,"Huiles, graisses et cires d'origine animale et végétale",La Rochelle,La Rochelle
1789,4200,best_guess_region_prodxpart,no,yes,dunkerque,Peaux de daim,"Cuirs, peaux et pelleterie",peaux de daim,"Cuirs, peaux et produits dérivés hors sellerie",La Rochelle,La Rochelle
1789,5274.84984929,best_guess_region_prodxpart,no,yes,dunkerque,Clous,Quincaillerie,clous,"Métaux, produits métalliques et outils",La Rochelle,La Rochelle
1789,360,best_guess_region_prodxpart,no,yes,dunkerque,Toille de fil et coton,Toiles diverses,toile de coton et de fil,Autres filés ou tissés mélangés de fibres végétales dont toiles,La Rochelle,La Rochelle
1789,7027.67970718,best_guess_region_prodxpart,yes,no,dunkerque,Miel,Miel,miel,Autres produits alimentaires et animaux,Lorient,Lorient
1789,36,best_guess_region_prodxpart,no,yes,dunkerque,Bierre,"Bière, cidre et vinaigre",bière,Boissons et tabac,Lorient,Brest
1789,100,best_guess_region_prodxpart,no,yes,dunkerque,Bois de sapin en planches,"Ouvrages de bois, liège et jonc",planches de sapin,"Produits du bois, liège, jonc",Lorient,Brest
1789,239.4,best_guess_region_prodxpart,no,yes,dunkerque,Bois en cercles,"Ouvrages de bois, liège et jonc",cercles de bois,"Produits du bois, liège, jonc",Lorient,Brest
1789,18994.5,best_guess_region_prodxpart,no,yes,dunkerque,Eau de vie de Genièvre,Eaux-de-vie et liqueurs,eau-de-vie de genièvre,Boissons et tabac,Lorient,Brest
1789,80,best_guess_region_prodxpart,no,yes,dunkerque,Marchandises à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Lorient,Brest
1789,60,best_guess_region_prodxpart,no,yes,dunkerque,Vin,Vins divers,vin,Boissons et tabac,Lorient,Brest
1787,528,best_guess_region_prodxpart,no,yes,dunkerque,Bois ; divers à la valeur,Bois divers hors combustible,bois,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1787,30,best_guess_region_prodxpart,no,yes,dunkerque,Chairs salées diverses à la valeur,Chairs et œufs,chair salée,Autres produits alimentaires et animaux,Marseille,Marseille
1787,1600,best_guess_region_prodxpart,no,yes,dunkerque,Charbon de pierre,Combustibles dont charbons et bois,charbon de pierre,Combustibles,Marseille,Marseille
1787,17610,best_guess_region_prodxpart,no,yes,dunkerque,Cuir de bœuf lanniere,"Cuirs, peaux et pelleterie",lanières de cuirs de bœuf,"Cuirs, peaux et produits dérivés hors sellerie",Marseille,Marseille
1787,10937.5,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Drogues pour la teinture ; indigo,Indigo,indigo,Produits chimiques transformés n.d.a.,Marseille,Marseille
1787,2231.83991416,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Fers ; en cercles,Ouvrages métalliques,cercles de fer,"Métaux, produits métalliques et outils",Marseille,Marseille
1787,1260.000042,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Fers ; ouvré,Ouvrages métalliques,ouvrages de fer,"Métaux, produits métalliques et outils",Marseille,Marseille
1787,75600,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Grains comestibles ; en blé froment,Blé et autres grains comestibles,grains froment,Autres produits alimentaires et animaux,Marseille,Marseille
1787,85,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Légumes divers ; à la valeur,Légumes,légumes,Autres produits alimentaires et animaux,Marseille,Marseille
1787,2985,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Légumes divers ; feves,Légumes,fèves,Autres produits alimentaires et animaux,Marseille,Marseille
1787,3022,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Marchandises à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Marseille,Marseille
1787,4000,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Perles,Bijouterie et pierres fines,perles,"Articles minéraux non métalliques manufacturés, n.d.a.",Marseille,Marseille
1787,10000,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Porcelaine,"Porcelaine, poterie, faïence et ouvrages de terre",porcelaine,"Articles minéraux non métalliques manufacturés, n.d.a.",Marseille,Marseille
1787,86075,best_guess_region_prodxpart,no,yes,ports à l'instar de l'étranger ; dunkerque,Toile ; blanche de fil de chanvre,Toiles de chanvre et de lin,toile blanche de chanvre,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Marseille,Marseille
1789,26325.77061,best_guess_region_prodxpart,yes,no,dunkerque,Amandes ; cassées,Fruits secs et noix,amandes cassées,Autres produits alimentaires et animaux,Marseille,Marseille
1789,3015.460049,best_guess_region_prodxpart,yes,no,dunkerque,Amandes ; en coques,Fruits secs et noix,amandes en coques,Autres produits alimentaires et animaux,Marseille,Marseille
1789,154,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; des Isles ; divers,Bois des Indes,bois des Indes,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,2535.04,best_guess_region_prodxpart,yes,no,dunkerque,Cendre ; soude,Alcalis,soudes,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,7476,best_guess_region_prodxpart,yes,no,dunkerque,Coton ; filé ; du Levant,Fils divers,fil de coton du Levant,Filés ou tissés de coton,Marseille,Marseille
1789,10286.89961,best_guess_region_prodxpart,yes,no,dunkerque,Coton ; en laine ; du Levant,Coton non transformé,coton du Levant,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,10887.325,best_guess_region_prodxpart,yes,no,dunkerque,Cuirs ; de bœuf ; en poil,"Cuirs, peaux et pelleterie",cuirs de bœuf en poil,"Cuirs, peaux et produits dérivés hors sellerie",Marseille,Marseille
1789,7245.650145000001,best_guess_region_prodxpart,yes,no,dunkerque,Cuivre ; en planche,Ouvrages métalliques,planches de cuivre,"Métaux, produits métalliques et outils",Marseille,Marseille
1789,2250,best_guess_region_prodxpart,yes,no,dunkerque,Draperie,Étoffes de laine,drap,Filés ou tissés de laine et de poil,Marseille,Marseille
1789,3113.99982,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; diverses,Drogues diverses,drogues,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,4231.19976,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; gomme ; arabique,Gommes diverses,gomme arabique,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,1032,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales,Drogues médicinales diverses,drogues médicinales,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,8464.500135,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; manne,Manne et médicaments,manne,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,5117.49975,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; sené,Séné,séné,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,20138.0005,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; médicinales ; Suc ; de reglisse,Réglisse,suc de réglisse,Autres produits alimentaires et animaux,Marseille,Marseille
1789,664,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; chimiques et métalliques,Drogues diverses,drogues chimiques et métalliques,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,1413,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture,Matières brutes et transformées pour teinture,drogues pour peintures et teinture,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,6660.79977,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture ; galles,Galle,galle,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,1304.79001403,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture ; saffranon,Safran,safran,Autres produits alimentaires et animaux,Marseille,Marseille
1789,2061.28,best_guess_region_prodxpart,yes,no,dunkerque,Drogues ; pour peinture et teinture ; sumac,Matières brutes et transformées pour teinture,sumac,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,29409.60098032,best_guess_region_prodxpart,yes,no,dunkerque,Eau ; de vie,Eaux-de-vie et liqueurs,eau-de-vie,Boissons et tabac,Marseille,Marseille
1789,41364,best_guess_region_prodxpart,yes,no,dunkerque,Epicerie ; giroffle,Girofle,girofle,Produits agricoles alimentaires des régions de colonisation européenne,Marseille,Marseille
1789,574,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; divers,Fruits frais,fruits,Autres produits alimentaires et animaux,Marseille,Marseille
1789,3139.5,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; secs ; en figues,Fruits secs et noix,figue sèche,Autres produits alimentaires et animaux,Marseille,Marseille
1789,1510.879943,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; secs ; raisins,Fruits frais,raisin,Autres produits alimentaires et animaux,Marseille,Marseille
1789,52950.04,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; secs ; raisins ; de Corinthe,Fruits secs et noix,raisin sec de Corinthe,Autres produits alimentaires et animaux,Marseille,Marseille
1789,374,best_guess_region_prodxpart,yes,no,dunkerque,Graines ; diverses,Graines diverses et mélangées,graine diverse,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,45899,best_guess_region_prodxpart,yes,no,dunkerque,Huile ; d'olive ; fine,Huile d'olive à manger,huile d'olive fine,"Huiles, graisses et cires d'origine animale et végétale",Marseille,Marseille
1789,1042.5,best_guess_region_prodxpart,yes,no,dunkerque,Laine ; de chevron,Laines non transformées diverses,laine de chevron,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,75064.79760000001,best_guess_region_prodxpart,yes,no,dunkerque,Laine ; lavée,Laines non transformées diverses,laine lavée,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,174.9,best_guess_region_prodxpart,yes,no,dunkerque,Liqueur ; commune,Eaux-de-vie et liqueurs,liqueurs communes,Boissons et tabac,Marseille,Marseille
1789,3879.360072,best_guess_region_prodxpart,yes,no,dunkerque,Liqueur ; sirops,Boissons diverses et mélangées,liqueurs et sirop,Boissons et tabac,Marseille,Marseille
1789,712.8000000000001,best_guess_region_prodxpart,yes,no,dunkerque,Libraire,Librairie,librairie,Articles manufacturés divers n.d.a,Marseille,Marseille
1789,974,best_guess_region_prodxpart,yes,no,dunkerque,Parfumerie ; diverse,Parfumerie et toilette,parfumerie,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,182,best_guess_region_prodxpart,yes,no,dunkerque,Pierres ; diverse,Matières premières diverses,pierres,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,45,best_guess_region_prodxpart,yes,no,dunkerque,Poisson ; divers,Pêche et fruits de mer,poisson,Autres produits alimentaires et animaux,Marseille,Marseille
1789,7608,best_guess_region_prodxpart,yes,no,dunkerque,Poisson ; salé ; mariné ; en anchois,Pêche et fruits de mer,anchois mariné et salé,Autres produits alimentaires et animaux,Marseille,Marseille
1789,127613.5,best_guess_region_prodxpart,yes,no,dunkerque,Savon,Savon,savon,Produits chimiques transformés n.d.a.,Marseille,Marseille
1789,23075.87375,best_guess_region_prodxpart,yes,no,dunkerque,Souffre ; en canon,Salpêtre et soufre,soufre en canons,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,13420,best_guess_region_prodxpart,yes,no,dunkerque,Soye ; greze,Soie,soie grège,Filés ou tissés de soie et soie mélangée,Marseille,Marseille
1789,99466.796,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en feuille,Tabac,feuilles de tabac,Boissons et tabac,Marseille,Marseille
1789,170.79999756,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; de Malaga,Vins divers,vin de Malaga,Boissons et tabac,Marseille,Marseille
1789,2003.88012,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; rouge,Vins divers,vin rouge,Boissons et tabac,Marseille,Marseille
1789,66960,best_guess_region_prodxpart,no,yes,dunkerque,Grains ; comestibles ; bled ; froment,Blé et autres grains comestibles,grains froment,Autres produits alimentaires et animaux,Marseille,Marseille
1789,1736.00008,best_guess_region_prodxpart,no,yes,dunkerque,Huile ; spirituelle ; de lin,Huiles diverses,huile de lin et spirituelle,Divers mélangés,Marseille,Marseille
1789,265.00001,best_guess_region_prodxpart,no,yes,dunkerque,Liqueur ; commune,Eaux-de-vie et liqueurs,liqueurs communes,Boissons et tabac,Marseille,Marseille
1789,3128.32,best_guess_region_prodxpart,no,yes,dunkerque,Mercerie ; diverse,Mercerie,mercerie,Divers mélangés,Marseille,Marseille
1789,19639.9994,best_guess_region_prodxpart,no,yes,dunkerque,Ouvrages ; de porcelaine,"Porcelaine, poterie, faïence et ouvrages de terre",porcelaine,"Articles minéraux non métalliques manufacturés, n.d.a.",Marseille,Marseille
1789,375,best_guess_region_prodxpart,no,yes,dunkerque,Peaux ; diverses,"Cuirs, peaux et pelleterie",peaux,"Cuirs, peaux et produits dérivés hors sellerie",Marseille,Marseille
1789,386,best_guess_region_prodxpart,no,yes,dunkerque,Quincaillerie ; diverse,Quincaillerie,quincaillerie,"Métaux, produits métalliques et outils",Marseille,Marseille
1789,3354.25,best_guess_region_prodxpart,no,yes,dunkerque,Quincaillerie ; de fer ; en clous,Quincaillerie,quincaillerie de fer clou,"Métaux, produits métalliques et outils",Marseille,Marseille
1789,20631.59978,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; de chanvre ; blanche,Toiles de chanvre et de lin,toile de chanvre blanche,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Marseille,Marseille
1789,214.92,best_guess_region_prodxpart,no,yes,dunkerque,Verre ; cassé,Verrerie,verres cassés,Matières brutes non-comestibles non transformées n.d.a.,Marseille,Marseille
1789,4726.799894960001,best_guess_region_prodxpart,yes,no,dunkerque,Amandes en coque,Fruits secs et noix,amandes en coques,Autres produits alimentaires et animaux,Montpellier,Cette
1789,2373.75,best_guess_region_prodxpart,yes,no,dunkerque,Bonnetterie de soye,Bonneterie de soie,bonneterie de soie,Articles manufacturés divers n.d.a,Montpellier,Cette
1789,528,best_guess_region_prodxpart,yes,no,dunkerque,Drogues médicinales crème de tarte,Matières brutes et transformées pour teinture,crème de tartre,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,780,best_guess_region_prodxpart,yes,no,dunkerque,Drogues pour peinture et teinture,Matières brutes et transformées pour teinture,drogues pour peintures et teinture,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,896.4000298799999,best_guess_region_prodxpart,yes,no,dunkerque,Drogues pour peinture et teinture garance,Garance,garance,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,2011.9,best_guess_region_prodxpart,yes,no,dunkerque,Drogues pour peinture et teinture tarta,[vide],,Divers incertains et inconnus,Montpellier,Cette
1789,40694.5,best_guess_region_prodxpart,yes,no,dunkerque,Drogues pour peinture et teinture verdet,Verdet,verdet,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,86368.79876616001,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie double,Eaux-de-vie et liqueurs,eau-de-vie double,Boissons et tabac,Montpellier,Cette
1789,215196,best_guess_region_prodxpart,yes,no,dunkerque,Eau de vie simple,Eaux-de-vie et liqueurs,eau-de-vie simple,Boissons et tabac,Montpellier,Cette
1789,288,best_guess_region_prodxpart,yes,no,dunkerque,Esprit de vin,Drogues diverses,esprit-de-vin,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,54576,best_guess_region_prodxpart,yes,no,dunkerque,Esprit de vin,Drogues diverses,esprit-de-vin,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,306.25,best_guess_region_prodxpart,yes,no,dunkerque,Eponges,Matières premières diverses,éponges,Matières brutes non-comestibles non transformées n.d.a.,Montpellier,Cette
1789,12135,best_guess_region_prodxpart,yes,no,dunkerque,Essence aromatique,Parfumerie et toilette,essence aromatique,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,240.000003,best_guess_region_prodxpart,yes,no,dunkerque,Fruits à l'eau de vie,Subsistances diverses et mélangées,fruits confits à l'eau-de-vie,Autres produits alimentaires et animaux,Montpellier,Cette
1789,226.40000283,best_guess_region_prodxpart,yes,no,dunkerque,Fruits confits confitures,Subsistances diverses et mélangées,confitures,Autres produits alimentaires et animaux,Montpellier,Cette
1789,192.5,best_guess_region_prodxpart,yes,no,dunkerque,Fruits confits au vinaigre,Subsistances diverses et mélangées,fruits confits en vinaigre,Autres produits alimentaires et animaux,Montpellier,Cette
1789,171,best_guess_region_prodxpart,yes,no,dunkerque,Fruits salés olives,Subsistances diverses et mélangées,olives salées,Autres produits alimentaires et animaux,Montpellier,Cette
1789,250.000005,best_guess_region_prodxpart,yes,no,dunkerque,Fruits cruds oranges,Fruits frais,orange,Autres produits alimentaires et animaux,Montpellier,Cette
1789,6286.800157170001,best_guess_region_prodxpart,yes,no,dunkerque,Graines de luzerne,"Graines de trèfle, de luzerne et de prairie",graine de luzerne,Matières brutes non-comestibles non transformées n.d.a.,Montpellier,Cette
1789,9634.200321139999,best_guess_region_prodxpart,yes,no,dunkerque,Huiles d'olive,Huile d'olive à manger,huile d'olive,"Huiles, graisses et cires d'origine animale et végétale",Montpellier,Cette
1789,4341.60010854,best_guess_region_prodxpart,yes,no,dunkerque,Liège en bouchons,Bouchons principalement en liège,liège en bouchons,"Produits du bois, liège, jonc",Montpellier,Cette
1789,3896.82021649,best_guess_region_prodxpart,yes,no,dunkerque,Liège en planches,"Ouvrages de bois, liège et jonc",liège en planches,"Produits du bois, liège, jonc",Montpellier,Cette
1789,2788,best_guess_region_prodxpart,yes,no,dunkerque,Liqueur,Eaux-de-vie et liqueurs,liqueurs,Boissons et tabac,Montpellier,Cette
1789,323,best_guess_region_prodxpart,yes,no,dunkerque,Marchandises à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Montpellier,Cette
1789,1200,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie,Mercerie,mercerie,Divers mélangés,Montpellier,Cette
1789,180,best_guess_region_prodxpart,yes,no,dunkerque,Meubles,"Meubles, glaces et miroirs",mobilier,Articles manufacturés divers n.d.a,Montpellier,Cette
1789,156.0000052,best_guess_region_prodxpart,yes,no,dunkerque,Miel,Miel,miel,Autres produits alimentaires et animaux,Montpellier,Cette
1789,549,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs divers,Châles et mouchoirs hors soie,mouchoirs,Autres filés ou tissés,Montpellier,Cette
1789,648,best_guess_region_prodxpart,yes,no,dunkerque,Mouchoirs de coton,Châles et mouchoirs hors soie,mouchoirs de coton,Filés ou tissés de coton,Montpellier,Cette
1789,150,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages divers,Ouvrages divers et mélangés,ouvrages divers,Divers mélangés,Montpellier,Cette
1789,2086.20006954,best_guess_region_prodxpart,yes,no,dunkerque,Poissons anchoix,Pêche et fruits de mer,poisson anchois,Autres produits alimentaires et animaux,Montpellier,Cette
1789,760,best_guess_region_prodxpart,yes,no,dunkerque,Savon,Savon,savon,Produits chimiques transformés n.d.a.,Montpellier,Cette
1789,64936.87560000001,best_guess_region_prodxpart,yes,no,dunkerque,Vin,Vins divers,vin,Boissons et tabac,Montpellier,Cette
1789,118,best_guess_region_prodxpart,no,yes,dunkerque,Bois; Divers,Bois divers hors combustible,bois,Matières brutes non-comestibles non transformées n.d.a.,Montpellier,Cette
1789,10850,best_guess_region_prodxpart,no,yes,dunkerque,Bois; A tonneaux douilles,"Ouvrages de bois, liège et jonc",douelles pour tonneau,"Produits du bois, liège, jonc",Montpellier,Cette
1789,311.999988,best_guess_region_prodxpart,no,yes,dunkerque,Cuivre; Jaune,Cuivre,cuivre jaune,"Métaux, produits métalliques et outils",Montpellier,Cette
1789,420,best_guess_region_prodxpart,no,yes,dunkerque,Futailles;,"Ouvrages de bois, liège et jonc",futailles,"Produits du bois, liège, jonc",Montpellier,Cette
1789,210,best_guess_region_prodxpart,no,yes,dunkerque,Grains; Bled,Blé et autres grains comestibles,grains froment,Autres produits alimentaires et animaux,Montpellier,Cette
