month,uhgs_id,count,latitude,longitude,toponyme_standard_fr,toponyme_standard_en,shiparea,state_1789_fr,substate_1789_fr,state_1789_en,substate_1789_en,province,amiraute,has_a_clerk,Nb_conges_1787_CR,nb_conges_1787_inputdone,Nb_conges_1789_CR,nb_conges_1789_inputdone,status,ferme_direction,ferme_bureau,ferme_bureau_uncertainty,partner_balance_1789,partner_balance_supp_1789,partner_balance_1789_uncertainty,partner_balance_supp_1789_uncertainty,toponyme,toustopos,geonameid,relation_state,topofreq,geom,point3857,country2019_name,country2019_iso2code,country2019_region,ogc_fid,belonging_states,belonging_substates,belonging_states_en,belonging_substates_en
11 Novembre,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0387612,1,51.066667,1.083333,Hythe,Hythe,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Hythe,Hythe,3042211.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Hythe', 'freq': 1}]",0101000020E610000052D7DAFB5455F13F795C548B88884940,0101000020110F0000C991283F4171FD4044A1E0B4A14D5941,United Kingdom,GB,150.0,967,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0387612,1,51.066667,1.083333,Hythe,Hythe,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Hythe,Hythe,3042211.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Hythe', 'freq': 1}]",0101000020E610000052D7DAFB5455F13F795C548B88884940,0101000020110F0000C991283F4171FD4044A1E0B4A14D5941,United Kingdom,GB,150.0,967,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0388192,2,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0388192,2,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0388192,2,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0388192,2,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0388192,1,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0388192,1,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0388192,1,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0388192,2,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0388192,1,51.382833,1.383233,Margate,Margate,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Margate,Margate,2643044.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Margate', 'freq': 10}]",0101000020E6100000ADF71BEDB821F63F2F6AF7AB00B14940,0101000020110F000048AC7D58E6CB02410309957883845941,United Kingdom,GB,150.0,990,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0388692,1,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0388692,1,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0388692,1,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0388692,2,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0388692,1,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0388692,1,50.7,-1.5,Yarmouth,Yarmouth,MAN-WIGH,Grande-Bretagne,Angleterre,Great Britain,England,Hampshire,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Yarmouth,"Yarmouth,Yarmouth en Angleterre",2633414.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Yarmouth', 'freq': 38}, {'topo': 'Yarmouth en Angleterre', 'freq': 1}]",0101000020E6100000000000000000F8BF9A99999999594940,0101000020110F00002589B7E3196204C196B40072730E5941,United Kingdom,GB,150.0,1061,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0389696,1,51.731704,0.67344,Maldon,Maldon,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Malden,"Malden,Maldon",2643160.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Malden', 'freq': 2}, {'topo': 'Maldon', 'freq': 1}]",0101000020E6100000062FFA0AD28CE53F1B2D077AA8DD4940,0101000020110F000018D550F76F4DF240D32B07AE83C15941,United Kingdom,GB,150.0,184,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0390524,1,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
