month,uhgs_id,count,latitude,longitude,toponyme_standard_fr,toponyme_standard_en,shiparea,state_1789_fr,substate_1789_fr,state_1789_en,substate_1789_en,province,amiraute,has_a_clerk,Nb_conges_1787_CR,nb_conges_1787_inputdone,Nb_conges_1789_CR,nb_conges_1789_inputdone,status,ferme_direction,ferme_bureau,ferme_bureau_uncertainty,partner_balance_1789,partner_balance_supp_1789,partner_balance_1789_uncertainty,partner_balance_supp_1789_uncertainty,toponyme,toustopos,geonameid,relation_state,topofreq,geom,point3857,country2019_name,country2019_iso2code,country2019_region,ogc_fid,belonging_states,belonging_substates,belonging_states_en,belonging_substates_en
06 Juin,A0386567,1,51.95,1.3,Harwich,Harwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Harwich,"Harwich,Harwick",2647383.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Harwich', 'freq': 31}, {'topo': 'Harwick', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF43F9A99999999F94940,0101000020110F000020BB49B45AAA0141851BDD76ECE75941,United Kingdom,GB,150.0,283,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0386567,1,51.95,1.3,Harwich,Harwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Harwich,"Harwich,Harwick",2647383.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Harwich', 'freq': 31}, {'topo': 'Harwick', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF43F9A99999999F94940,0101000020110F000020BB49B45AAA0141851BDD76ECE75941,United Kingdom,GB,150.0,283,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0386567,2,51.95,1.3,Harwich,Harwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Harwich,"Harwich,Harwick",2647383.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Harwich', 'freq': 31}, {'topo': 'Harwick', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF43F9A99999999F94940,0101000020110F000020BB49B45AAA0141851BDD76ECE75941,United Kingdom,GB,150.0,283,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0386567,2,51.95,1.3,Harwich,Harwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Harwich,"Harwich,Harwick",2647383.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Harwich', 'freq': 31}, {'topo': 'Harwick', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF43F9A99999999F94940,0101000020110F000020BB49B45AAA0141851BDD76ECE75941,United Kingdom,GB,150.0,283,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0386567,1,51.95,1.3,Harwich,Harwich,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Harwich,"Harwich,Harwick",2647383.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Harwich', 'freq': 31}, {'topo': 'Harwick', 'freq': 1}]",0101000020E6100000CDCCCCCCCCCCF43F9A99999999F94940,0101000020110F000020BB49B45AAA0141851BDD76ECE75941,United Kingdom,GB,150.0,283,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0386686,2,51.216667,1.4,Deal,Deal,NOR-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Deal,Deal,2651468.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Deal', 'freq': 100}]",0101000020E6100000666666666666F63FAC8F87BEBB9B4940,0101000020110F000022A2004C3A060341075CCB5D9F675941,United Kingdom,GB,150.0,819,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0386886,1,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0386886,2,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0386886,2,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0386886,1,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0386886,1,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0386886,1,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0386886,1,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0386886,2,50.916668,0.983333,Dungeness,Dungeness,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000707B82C47677EF3F16A5846055754940,0101000020110F0000C3C3BA0F82B9FA405C7B479EB9335941,United Kingdom,GB,150.0,1180,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0387292,2,51.083333,1.183333,Folkestone,Folkestone,MAN-DOVE,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Folkestone,"Folkestone,Folkstone,Folston [Folkestone]",2649258.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Folkestone', 'freq': 8}, {'topo': 'Folkstone', 'freq': 5}, {'topo': 'Folston [Folkestone]', 'freq': 1}]",0101000020E6100000EB707495EEEEF23FBBD6DEA7AA8A4940,0101000020110F0000E72F4B37801400410252F5E783505941,United Kingdom,GB,150.0,971,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
